command,mean,stddev,median,user,system,min,max
./div,0.9251143114800007,0.005424139680383103,0.9249329815,0.9210822999999999,0.0007886199999999998,0.901594946,0.944276157
./mult,0.9018425590600002,0.02065269232021132,0.8980789465000001,0.8982692299999999,0.0007587699999999998,0.859630815,0.941225285
